Jour,Mois,Produits,Montant CHF
2022-08-14T22:00Z,August,Camps Optimist ,495
2022-08-14T22:00Z,August,Cours privé planche à voile 1 heure,60
2022-08-14T22:00Z,August,Cours privé planche à voile 1 heure,60
2022-08-14T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-15T22:00Z,August,Camps Catamaran,495
2022-08-15T22:00Z,August,Camps Catamaran,495
2022-08-15T22:00Z,August,Camps Catamaran,495
2022-08-15T22:00Z,August,Camps Catamaran,495
2022-08-15T22:00Z,August,Camps Catamaran,495
2022-08-15T22:00Z,August,Camps Catamaran,495
2022-08-15T22:00Z,August,Camps Catamaran,495
2022-08-15T22:00Z,August,Camps Planche à voile,495
2022-08-15T22:00Z,August,Camps Planche à voile,495
2022-08-15T22:00Z,August,Camps Planche à voile,495
2022-08-15T22:00Z,August,Camps Planche à voile,495
2022-08-15T22:00Z,August,Camps Planche à voile,495
2022-08-15T22:00Z,August,Camps Planche à voile,495
2022-08-15T22:00Z,August,Camps Planche à voile,495
2022-08-15T22:00Z,August,Camps Planche à voile,495
2022-08-15T22:00Z,August,Camps dériveur,495
2022-08-15T22:00Z,August,Camps dériveur,495
2022-08-15T22:00Z,August,Camps dériveur,495
2022-08-15T22:00Z,August,Camps dériveur,495
2022-08-15T22:00Z,August,Camps dériveur,495
2022-08-15T22:00Z,August,Camps dériveur,495
2022-08-15T22:00Z,August,Camps dériveur,495
2022-08-15T22:00Z,August,Camps dériveur,495
2022-08-15T22:00Z,August,Camps dériveur,495
2022-08-15T22:00Z,August,Camps dériveur,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Camps Optimist ,495
2022-08-15T22:00Z,August,Cours Privé - Dériveur -,130
2022-08-15T22:00Z,August,Cours privé planche à voile 1 heure,60
2022-08-15T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-16T22:00Z,August,Camps Catamaran,495
2022-08-16T22:00Z,August,Camps Catamaran,495
2022-08-16T22:00Z,August,Camps Catamaran,495
2022-08-16T22:00Z,August,Camps Catamaran,495
2022-08-16T22:00Z,August,Camps Catamaran,495
2022-08-16T22:00Z,August,Camps Catamaran,495
2022-08-16T22:00Z,August,Camps Catamaran,495
2022-08-16T22:00Z,August,Camps Planche à voile,495
2022-08-16T22:00Z,August,Camps Planche à voile,495
2022-08-16T22:00Z,August,Camps Planche à voile,495
2022-08-16T22:00Z,August,Camps Planche à voile,495
2022-08-16T22:00Z,August,Camps Planche à voile,495
2022-08-16T22:00Z,August,Camps Planche à voile,495
2022-08-16T22:00Z,August,Camps Planche à voile,495
2022-08-16T22:00Z,August,Camps Planche à voile,495
2022-08-16T22:00Z,August,Camps dériveur,495
2022-08-16T22:00Z,August,Camps dériveur,495
2022-08-16T22:00Z,August,Camps dériveur,495
2022-08-16T22:00Z,August,Camps dériveur,495
2022-08-16T22:00Z,August,Camps dériveur,495
2022-08-16T22:00Z,August,Camps dériveur,495
2022-08-16T22:00Z,August,Camps dériveur,495
2022-08-16T22:00Z,August,Camps dériveur,495
2022-08-16T22:00Z,August,Camps dériveur,495
2022-08-16T22:00Z,August,Camps dériveur,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-16T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Catamaran,495
2022-08-17T22:00Z,August,Camps Catamaran,495
2022-08-17T22:00Z,August,Camps Catamaran,495
2022-08-17T22:00Z,August,Camps Catamaran,495
2022-08-17T22:00Z,August,Camps Catamaran,495
2022-08-17T22:00Z,August,Camps Catamaran,495
2022-08-17T22:00Z,August,Camps Catamaran,495
2022-08-17T22:00Z,August,Camps Planche à voile,495
2022-08-17T22:00Z,August,Camps Planche à voile,495
2022-08-17T22:00Z,August,Camps Planche à voile,495
2022-08-17T22:00Z,August,Camps Planche à voile,495
2022-08-17T22:00Z,August,Camps Planche à voile,495
2022-08-17T22:00Z,August,Camps Planche à voile,495
2022-08-17T22:00Z,August,Camps Planche à voile,495
2022-08-17T22:00Z,August,Camps Planche à voile,495
2022-08-17T22:00Z,August,Camps dériveur,495
2022-08-17T22:00Z,August,Camps dériveur,495
2022-08-17T22:00Z,August,Camps dériveur,495
2022-08-17T22:00Z,August,Camps dériveur,495
2022-08-17T22:00Z,August,Camps dériveur,495
2022-08-17T22:00Z,August,Camps dériveur,495
2022-08-17T22:00Z,August,Camps dériveur,495
2022-08-17T22:00Z,August,Camps dériveur,495
2022-08-17T22:00Z,August,Camps dériveur,495
2022-08-17T22:00Z,August,Camps dériveur,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-17T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Catamaran,495
2022-08-18T22:00Z,August,Camps Catamaran,495
2022-08-18T22:00Z,August,Camps Catamaran,495
2022-08-18T22:00Z,August,Camps Catamaran,495
2022-08-18T22:00Z,August,Camps Catamaran,495
2022-08-18T22:00Z,August,Camps Catamaran,495
2022-08-18T22:00Z,August,Camps Catamaran,495
2022-08-18T22:00Z,August,Camps Planche à voile,495
2022-08-18T22:00Z,August,Camps Planche à voile,495
2022-08-18T22:00Z,August,Camps Planche à voile,495
2022-08-18T22:00Z,August,Camps Planche à voile,495
2022-08-18T22:00Z,August,Camps Planche à voile,495
2022-08-18T22:00Z,August,Camps Planche à voile,495
2022-08-18T22:00Z,August,Camps Planche à voile,495
2022-08-18T22:00Z,August,Camps Planche à voile,495
2022-08-18T22:00Z,August,Camps dériveur,495
2022-08-18T22:00Z,August,Camps dériveur,495
2022-08-18T22:00Z,August,Camps dériveur,495
2022-08-18T22:00Z,August,Camps dériveur,495
2022-08-18T22:00Z,August,Camps dériveur,495
2022-08-18T22:00Z,August,Camps dériveur,495
2022-08-18T22:00Z,August,Camps dériveur,495
2022-08-18T22:00Z,August,Camps dériveur,495
2022-08-18T22:00Z,August,Camps dériveur,495
2022-08-18T22:00Z,August,Camps dériveur,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-18T22:00Z,August,Camps Optimist ,495
2022-08-19T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-21T22:00Z,August,Camps Catamaran,495
2022-08-21T22:00Z,August,Camps Catamaran,495
2022-08-21T22:00Z,August,Camps Catamaran,495
2022-08-21T22:00Z,August,Camps Catamaran,495
2022-08-21T22:00Z,August,Camps Catamaran,495
2022-08-21T22:00Z,August,Camps Planche à voile,495
2022-08-21T22:00Z,August,Camps Planche à voile,495
2022-08-21T22:00Z,August,Camps Planche à voile,495
2022-08-21T22:00Z,August,Camps Planche à voile,495
2022-08-21T22:00Z,August,Camps dériveur,495
2022-08-21T22:00Z,August,Camps dériveur,495
2022-08-21T22:00Z,August,Camps dériveur,495
2022-08-21T22:00Z,August,Camps Optimist ,495
2022-08-21T22:00Z,August,Camps Optimist ,495
2022-08-21T22:00Z,August,Camps Optimist ,495
2022-08-21T22:00Z,August,Camps Optimist ,495
2022-08-21T22:00Z,August,Camps Optimist ,495
2022-08-21T22:00Z,August,Camps Optimist ,495
2022-08-21T22:00Z,August,Camps Optimist ,495
2022-08-21T22:00Z,August,Camps Optimist ,495
2022-08-21T22:00Z,August,Camps Optimist ,495
2022-08-21T22:00Z,August,Camps Optimist ,495
2022-08-21T22:00Z,August,Camps Optimist ,495
2022-08-21T22:00Z,August,Camps Optimist ,495
2022-08-21T22:00Z,August,Cours Privé - Catamaran -,130
2022-08-21T22:00Z,August,Cours Privé - Catamaran -,130
2022-08-21T22:00Z,August,location paddle 1 heure,20
2022-08-21T22:00Z,August,location paddle 1 heure,20
2022-08-21T22:00Z,August,location paddle 1 heure,20
2022-08-22T22:00Z,August,Camps Catamaran,495
2022-08-22T22:00Z,August,Camps Catamaran,495
2022-08-22T22:00Z,August,Camps Catamaran,495
2022-08-22T22:00Z,August,Camps Catamaran,495
2022-08-22T22:00Z,August,Camps Planche à voile,495
2022-08-22T22:00Z,August,Camps Planche à voile,495
2022-08-22T22:00Z,August,Camps Planche à voile,495
2022-08-22T22:00Z,August,Camps Planche à voile,495
2022-08-22T22:00Z,August,Camps dériveur,495
2022-08-22T22:00Z,August,Camps dériveur,495
2022-08-22T22:00Z,August,Camps dériveur,495
2022-08-22T22:00Z,August,Camps Optimist ,495
2022-08-22T22:00Z,August,Camps Optimist ,495
2022-08-22T22:00Z,August,Camps Optimist ,495
2022-08-22T22:00Z,August,Camps Optimist ,495
2022-08-22T22:00Z,August,Camps Optimist ,495
2022-08-22T22:00Z,August,Camps Optimist ,495
2022-08-22T22:00Z,August,Camps Optimist ,495
2022-08-22T22:00Z,August,Camps Optimist ,495
2022-08-22T22:00Z,August,Camps Optimist ,495
2022-08-22T22:00Z,August,Camps Optimist ,495
2022-08-22T22:00Z,August,Camps Optimist ,495
2022-08-22T22:00Z,August,Camps Optimist ,495
2022-08-22T22:00Z,August,Abonnement 10 heures - Cours Privé -,500
2022-08-22T22:00Z,August,Abonnement 10 heures - Cours Privé -,500
2022-08-22T22:00Z,August,Cours privé planche à voile 1 heure,60
2022-08-22T22:00Z,August,Cours privé planche à voile 1 heure,60
2022-08-22T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-22T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-22T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-23T22:00Z,August,Camps Catamaran,495
2022-08-23T22:00Z,August,Camps Catamaran,495
2022-08-23T22:00Z,August,Camps Catamaran,495
2022-08-23T22:00Z,August,Camps Catamaran,495
2022-08-23T22:00Z,August,Camps Planche à voile,495
2022-08-23T22:00Z,August,Camps Planche à voile,495
2022-08-23T22:00Z,August,Camps Planche à voile,495
2022-08-23T22:00Z,August,Camps Planche à voile,495
2022-08-23T22:00Z,August,Camps dériveur,495
2022-08-23T22:00Z,August,Camps dériveur,495
2022-08-23T22:00Z,August,Camps dériveur,495
2022-08-23T22:00Z,August,Camps Optimist ,495
2022-08-23T22:00Z,August,Camps Optimist ,495
2022-08-23T22:00Z,August,Camps Optimist ,495
2022-08-23T22:00Z,August,Camps Optimist ,495
2022-08-23T22:00Z,August,Camps Optimist ,495
2022-08-23T22:00Z,August,Camps Optimist ,495
2022-08-23T22:00Z,August,Camps Optimist ,495
2022-08-23T22:00Z,August,Camps Optimist ,495
2022-08-23T22:00Z,August,Camps Optimist ,495
2022-08-23T22:00Z,August,Camps Optimist ,495
2022-08-23T22:00Z,August,Camps Optimist ,495
2022-08-23T22:00Z,August,Camps Optimist ,495
2022-08-23T22:00Z,August,Cours Privé - Catamaran -,130
2022-08-23T22:00Z,August,Cours Privé - Catamaran -,130
2022-08-23T22:00Z,August,Cours privé planche à voile 1 heure,60
2022-08-23T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-23T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-23T22:00Z,August,kayak 1 heure,35
2022-08-24T22:00Z,August,Camps Catamaran,495
2022-08-24T22:00Z,August,Camps Catamaran,495
2022-08-24T22:00Z,August,Camps Catamaran,495
2022-08-24T22:00Z,August,Camps Catamaran,495
2022-08-24T22:00Z,August,Camps Planche à voile,495
2022-08-24T22:00Z,August,Camps Planche à voile,495
2022-08-24T22:00Z,August,Camps Planche à voile,495
2022-08-24T22:00Z,August,Camps Planche à voile,495
2022-08-24T22:00Z,August,Camps dériveur,495
2022-08-24T22:00Z,August,Camps dériveur,495
2022-08-24T22:00Z,August,Camps dériveur,495
2022-08-24T22:00Z,August,Camps Optimist ,495
2022-08-24T22:00Z,August,Camps Optimist ,495
2022-08-24T22:00Z,August,Camps Optimist ,495
2022-08-24T22:00Z,August,Camps Optimist ,495
2022-08-24T22:00Z,August,Camps Optimist ,495
2022-08-24T22:00Z,August,Camps Optimist ,495
2022-08-24T22:00Z,August,Camps Optimist ,495
2022-08-24T22:00Z,August,Camps Optimist ,495
2022-08-24T22:00Z,August,Camps Optimist ,495
2022-08-24T22:00Z,August,Camps Optimist ,495
2022-08-24T22:00Z,August,Cours Privé - Catamaran -,130
2022-08-24T22:00Z,August,Cours Privé - Catamaran -,130
2022-08-24T22:00Z,August,Cours Privé - Catamaran -,130
2022-08-24T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-24T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-25T22:00Z,August,Camps Catamaran,495
2022-08-25T22:00Z,August,Camps Catamaran,495
2022-08-25T22:00Z,August,Camps Catamaran,495
2022-08-25T22:00Z,August,Camps Catamaran,495
2022-08-25T22:00Z,August,Camps Planche à voile,495
2022-08-25T22:00Z,August,Camps Planche à voile,495
2022-08-25T22:00Z,August,Camps Planche à voile,495
2022-08-25T22:00Z,August,Camps Planche à voile,495
2022-08-25T22:00Z,August,Camps dériveur,495
2022-08-25T22:00Z,August,Camps dériveur,495
2022-08-25T22:00Z,August,Camps dériveur,495
2022-08-25T22:00Z,August,Camps Optimist ,495
2022-08-25T22:00Z,August,Camps Optimist ,495
2022-08-25T22:00Z,August,Camps Optimist ,495
2022-08-25T22:00Z,August,Camps Optimist ,495
2022-08-25T22:00Z,August,Camps Optimist ,495
2022-08-25T22:00Z,August,Camps Optimist ,495
2022-08-25T22:00Z,August,Camps Optimist ,495
2022-08-25T22:00Z,August,Camps Optimist ,495
2022-08-25T22:00Z,August,Camps Optimist ,495
2022-08-25T22:00Z,August,Camps Optimist ,495
2022-08-25T22:00Z,August,Cours Privé - Catamaran -,130
2022-08-25T22:00Z,August,Cours Privé - Catamaran -,130
2022-08-25T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-25T22:00Z,August,location paddle 1 heure,20
2022-08-26T22:00Z,August,Cours privé planche à voile 1 heure,60
2022-08-26T22:00Z,August,Cours Privé - Catamaran -,130
2022-08-26T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-26T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-27T22:00Z,August,kayak 1 heure,35
2022-08-27T22:00Z,August,kayak 1 heure,35
2022-08-27T22:00Z,August,location paddle 1 heure,20
2022-08-27T22:00Z,August,location paddle 1 heure,20
2022-08-27T22:00Z,August,location paddle 1 heure,20
2022-08-27T22:00Z,August,location paddle 1 heure,20
2022-08-27T22:00Z,August,location paddle 1 heure,20
2022-08-29T22:00Z,August,Voile légère,275
2022-08-29T22:00Z,August,Voile légère,275
2022-08-30T22:00Z,August,Cours privé planche à voile 1 heure,60
2022-08-30T22:00Z,August,Cours privé planche à voile 1 heure,60
2022-08-30T22:00Z,August,Cours privé planche à voile 1 heure,60
2022-08-30T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-30T22:00Z,August,Cours privé Wing Foil 1 heure,90
2022-08-31T22:00Z,September,Cours privé planche à voile 1 heure,60
2022-09-01T22:00Z,September,Voile légère,275
2022-09-01T22:00Z,September,Voile légère,275
2022-09-01T22:00Z,September,Voile légère,275
2022-09-01T22:00Z,September,Voile légère,275
2022-09-01T22:00Z,September,Voile légère,275
2022-09-01T22:00Z,September,Voile légère,275
2022-09-01T22:00Z,September,Voile légère,275
2022-09-01T22:00Z,September,Voile légère,275
2022-09-01T22:00Z,September,Cours Privé - Catamaran -,130
2022-09-01T22:00Z,September,Cours privé planche à voile 1 heure,60
2022-09-01T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-02T22:00Z,September,Voile légère,275
2022-09-02T22:00Z,September,Voile légère,275
2022-09-02T22:00Z,September,Voile légère,275
2022-09-02T22:00Z,September,Voile légère,275
2022-09-02T22:00Z,September,Voile légère,275
2022-09-02T22:00Z,September,Voile légère,275
2022-09-02T22:00Z,September,Voile légère,275
2022-09-02T22:00Z,September,Voile légère,275
2022-09-02T22:00Z,September,Voile légère,275
2022-09-02T22:00Z,September,Voile légère,275
2022-09-02T22:00Z,September,Voile légère,275
2022-09-02T22:00Z,September,Voile légère,275
2022-09-02T22:00Z,September,Voile légère,275
2022-09-02T22:00Z,September,Voile légère,275
2022-09-02T22:00Z,September,Cours privé planche à voile 1 heure,60
2022-09-02T22:00Z,September,Cours privé planche à voile 1 heure,60
2022-09-03T22:00Z,September,location paddle 1 heure,20
2022-09-03T22:00Z,September,location paddle 1 heure,20
2022-09-03T22:00Z,September,location paddle 1 heure,20
2022-09-03T22:00Z,September,location paddle 1 heure,20
2022-09-03T22:00Z,September,location paddle 1 heure,20
2022-09-03T22:00Z,September,location paddle 1 heure,20
2022-09-03T22:00Z,September,location paddle 1 heure,20
2022-09-05T22:00Z,September,Voile légère,275
2022-09-05T22:00Z,September,Voile légère,275
2022-09-05T22:00Z,September,Cours Privé - Catamaran -,130
2022-09-05T22:00Z,September,Cours privé planche à voile 1 heure,60
2022-09-05T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-05T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-05T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-05T22:00Z,September,Cours privé Wing Foil 1 heure,60
2022-09-07T22:00Z,September,Cours privé planche à voile 1 heure,60
2022-09-07T22:00Z,September,Cours Privé - Dériveur -,130
2022-09-07T22:00Z,September,Cours privé planche à voile 1 heure,60
2022-09-07T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-07T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-07T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-07T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-07T22:00Z,September,kayak 1 heure,35
2022-09-08T22:00Z,September,Cours der. Adulte,0
2022-09-08T22:00Z,September,Cours der. Adulte,0
2022-09-08T22:00Z,September,Cours Privé - Dériveur -,130
2022-09-08T22:00Z,September,Cours privé planche à voile 1 heure,60
2022-09-08T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-08T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-08T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-08T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-08T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-08T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-08T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-09T22:00Z,September,Voile légère,275
2022-09-09T22:00Z,September,Voile légère,275
2022-09-09T22:00Z,September,Voile légère,275
2022-09-09T22:00Z,September,Voile légère,275
2022-09-09T22:00Z,September,Voile légère,275
2022-09-09T22:00Z,September,Voile légère,275
2022-09-09T22:00Z,September,Voile légère,275
2022-09-09T22:00Z,September,Voile légère,275
2022-09-09T22:00Z,September,Voile légère,275
2022-09-09T22:00Z,September,Voile légère,275
2022-09-09T22:00Z,September,Voile légère,275
2022-09-09T22:00Z,September,Voile légère,275
2022-09-09T22:00Z,September,Voile légère,275
2022-09-09T22:00Z,September,Voile légère,275
2022-09-09T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-10T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-12T22:00Z,September,Voile légère,275
2022-09-12T22:00Z,September,Voile légère,275
2022-09-12T22:00Z,September,Cours Privé - Catamaran -,130
2022-09-12T22:00Z,September,location paddle 1 heure,20
2022-09-15T22:00Z,September,Voile légère,275
2022-09-15T22:00Z,September,Voile légère,275
2022-09-15T22:00Z,September,Voile légère,275
2022-09-15T22:00Z,September,Voile légère,275
2022-09-15T22:00Z,September,Voile légère,275
2022-09-15T22:00Z,September,Voile légère,275
2022-09-15T22:00Z,September,Voile légère,275
2022-09-16T22:00Z,September,Voile légère,275
2022-09-16T22:00Z,September,Voile légère,275
2022-09-16T22:00Z,September,Voile légère,275
2022-09-16T22:00Z,September,Voile légère,275
2022-09-16T22:00Z,September,Voile légère,275
2022-09-16T22:00Z,September,Voile légère,275
2022-09-16T22:00Z,September,Voile légère,275
2022-09-16T22:00Z,September,Voile légère,275
2022-09-16T22:00Z,September,Voile légère,275
2022-09-16T22:00Z,September,Voile légère,275
2022-09-16T22:00Z,September,Voile légère,275
2022-09-16T22:00Z,September,Voile légère,275
2022-09-16T22:00Z,September,Voile légère,275
2022-09-16T22:00Z,September,Cours privé planche à voile 1 heure,60
2022-09-16T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-16T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-16T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-19T22:00Z,September,Voile légère,275
2022-09-19T22:00Z,September,Voile légère,275
2022-09-19T22:00Z,September,Cours Privé - Catamaran -,130
2022-09-19T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-19T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-19T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-20T22:00Z,September,Adhésion Autonome,500
2022-09-20T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-20T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-20T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-21T22:00Z,September,Cours privé planche à voile 1 heure,60
2022-09-22T22:00Z,September,Voile légère,275
2022-09-22T22:00Z,September,Voile légère,275
2022-09-22T22:00Z,September,Voile légère,275
2022-09-22T22:00Z,September,Voile légère,275
2022-09-22T22:00Z,September,Voile légère,275
2022-09-22T22:00Z,September,Voile légère,275
2022-09-22T22:00Z,September,Voile légère,275
2022-09-22T22:00Z,September,Voile légère,275
2022-09-22T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-23T22:00Z,September,Voile légère,275
2022-09-23T22:00Z,September,Voile légère,275
2022-09-23T22:00Z,September,Voile légère,275
2022-09-23T22:00Z,September,Voile légère,275
2022-09-23T22:00Z,September,Voile légère,275
2022-09-23T22:00Z,September,Voile légère,275
2022-09-23T22:00Z,September,Voile légère,275
2022-09-23T22:00Z,September,Voile légère,275
2022-09-23T22:00Z,September,Voile légère,275
2022-09-23T22:00Z,September,Voile légère,275
2022-09-23T22:00Z,September,Voile légère,275
2022-09-23T22:00Z,September,Voile légère,275
2022-09-23T22:00Z,September,Voile légère,275
2022-09-26T22:00Z,September,Voile légère,275
2022-09-26T22:00Z,September,Voile légère,275
2022-09-26T22:00Z,September,Cours Privé - Catamaran -,130
2022-09-26T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-26T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-26T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-27T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-27T22:00Z,September,Cours privé Wing Foil 1 heure,90
2022-09-29T22:00Z,September,Voile légère,275
2022-09-29T22:00Z,September,Voile légère,275
2022-09-29T22:00Z,September,Voile légère,275
2022-09-29T22:00Z,September,Voile légère,275
2022-09-29T22:00Z,September,Voile légère,275
2022-09-29T22:00Z,September,Voile légère,275
2022-09-29T22:00Z,September,Voile légère,275
2022-09-30T22:00Z,October,Voile légère,275
2022-09-30T22:00Z,October,Voile légère,275
2022-09-30T22:00Z,October,Voile légère,275
2022-09-30T22:00Z,October,Voile légère,275
2022-09-30T22:00Z,October,Voile légère,275
2022-09-30T22:00Z,October,Voile légère,275
2022-09-30T22:00Z,October,Voile légère,275
2022-09-30T22:00Z,October,Voile légère,275
2022-09-30T22:00Z,October,Voile légère,275
2022-09-30T22:00Z,October,Voile légère,275
2022-09-30T22:00Z,October,Voile légère,275
2022-09-30T22:00Z,October,Voile légère,275
2022-09-30T22:00Z,October,Voile légère,275
2022-09-30T22:00Z,October,Cours privé planche à voile 1 heure,60
2022-09-30T22:00Z,October,Cours privé UFO Foiler,180
2022-10-03T22:00Z,October,Voile légère,275
2022-10-03T22:00Z,October,Voile légère,275
2022-10-06T22:00Z,October,Voile légère,275
2022-10-06T22:00Z,October,Voile légère,275
2022-10-06T22:00Z,October,Voile légère,275
2022-10-06T22:00Z,October,Voile légère,275
2022-10-06T22:00Z,October,Voile légère,275
2022-10-06T22:00Z,October,Voile légère,275
2022-10-06T22:00Z,October,Voile légère,275
2022-10-07T22:00Z,October,Voile légère,275
2022-10-07T22:00Z,October,Voile légère,275
2022-10-07T22:00Z,October,Voile légère,275
2022-10-07T22:00Z,October,Voile légère,275
2022-10-07T22:00Z,October,Voile légère,275
2022-10-07T22:00Z,October,Voile légère,275
2022-10-07T22:00Z,October,Voile légère,275
2022-10-07T22:00Z,October,Voile légère,275
2022-10-07T22:00Z,October,Voile légère,275
2022-10-07T22:00Z,October,Voile légère,275
2022-10-07T22:00Z,October,Voile légère,275
2022-10-07T22:00Z,October,Voile légère,275
2022-10-07T22:00Z,October,Voile légère,275
2022-10-12T22:00Z,October,Cours privé planche à voile 1 heure,60
2022-10-13T22:00Z,October,Voile légère,275
2022-10-13T22:00Z,October,Voile légère,275
2022-10-13T22:00Z,October,Voile légère,275
2022-10-13T22:00Z,October,Voile légère,275
2022-10-13T22:00Z,October,Voile légère,275
2022-10-13T22:00Z,October,Voile légère,275
